access,authority,category,category_local,error,full_info,headers,project,publication_date,publication_datetime,publication_lastmodified,publication_time,source,source_file_url,source_filename,source_page_url,source_scraper,title,year
private,MRAe Bretagne,Avis,Avis rendus sur projets,False,"Dossier étudié à la demande de Pays d’Iroise Communauté (Finistère)
Avis sur projet du 5 janvier 2023 / 2022-010250
    
        2023APB1
            
                pdf - 748.8 ko","{'Content-Length': '766769', 'Date': 'Tue, 16 Jul 2024 14:17:44 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 05 Jan 2023 16:20:22 GMT', 'Etag': '""63b6f8c6-bb331""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Régularisation et création d'un parc résidentiel de loisirs à Landéda (29),2023-01-05,2023-01-05 16:20:22 UTC,"Thu, 05 Jan 2023 16:20:22 GMT",16:20:22 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10250_regul_creationparcresidentielloisirslandelada_29_2023apb1_mentionsigne.pdf,10250_regul_creationparcresidentielloisirslandelada_29_2023apb1_mentionsigne.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-bretagne-en-a1200.html?lang=fr,MRAe Scraper,Avis 2023APB1,2023
private,MRAe Centre-Val de Loire,Cas par cas,Examen au cas par cas et autres décisions,False,"Dossier étudié à la demande de la commune de Cesarville-Dossainville (Loiret)
Décision : ce dossier n’est pas soumis à évaluation environnementale
Décision du 6 janvier 2023 / 2022-003913
    
        2023DKCVL1
            
                pdf - 98.1 ko","{'Content-Length': '100458', 'Date': 'Tue, 16 Jul 2024 14:17:45 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 09 Jan 2023 12:27:51 GMT', 'Etag': '""63bc0847-1886a""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Projet de zonage d'assainissement des eaux usées et des eaux pluviales de la commune de Cesarville-Dossainville (45),2023-01-09,2023-01-09 12:27:51 UTC,"Mon, 09 Jan 2023 12:27:51 GMT",12:27:51 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/2023dkcvl1.pdf,2023dkcvl1.pdf,https://www.mrae.developpement-durable.gouv.fr/cas-par-cas-decisions-prises-de-la-mrae-centre-val-a1161.html?lang=fr,MRAe Scraper,Décision 2023DKCVL1,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Plougoumelen (Morbihan)
Avis tacite du 4 janvier 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2022-010247
    
        Formulaire PLU n°2022-010247
            
                pdf - 521 ko
            
        
    
    


    
        Annexe auto-évaluation n°2022-010247
            
                pdf - 1.7 Mo
            
        
    
    


    
        2023ACB1
            
                pdf - 83.7 ko","{'Content-Length': '85659', 'Date': 'Tue, 16 Jul 2024 14:17:46 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Wed, 04 Jan 2023 09:09:58 GMT', 'Etag': '""63b54266-14e9b""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Modification simplifiée n°2 du plan local d'urbanisme de Plougoumelen (56),2023-01-04,2023-01-04 09:09:58 UTC,"Wed, 04 Jan 2023 09:09:58 GMT",09:09:58 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10247_avisconformetacite_ms2_plu_plougoumelen_56_2023acb1_mentionsigne.pdf,10247_avisconformetacite_ms2_plu_plougoumelen_56_2023acb1_mentionsigne.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Avis conforme 2023ACB1,2023
private,MRAe Corse,Cas par cas,Examen au cas par cas et autres décisions,False,"Projet de révision de la carte communale de Moltifao (2B)
Cas par cas étudié à la demande de la commune
Décision : ce dossier n’est pas soumis à évaluation environnementale
Décision du 12 mars 2023
    
        2023DKC1
            
                pdf - 161.6 ko","{'Content-Length': '165459', 'Date': 'Tue, 16 Jul 2024 14:17:49 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 06 Apr 2023 08:34:09 GMT', 'Etag': '""642e8401-28653""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Projet de révision de la carte communale de Moltifao (2B),2023-04-06,2023-04-06 08:34:09 UTC,"Thu, 06 Apr 2023 08:34:09 GMT",08:34:09 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/decisionmrae_cc_moltifao.pdf,decisionmrae_cc_moltifao.pdf,https://www.mrae.developpement-durable.gouv.fr/cas-par-cas-decisions-prises-de-la-mrae-corse-en-a1162.html?lang=fr,MRAe Scraper,Décision 2023DKC1,2023
private,MRAe Corse,Avis,Avis rendus sur plans et programmes,False,"Avis délibéré sur saisine de la Commune de Bisinchi (Haute Corse)
Avis du 07 février 2023
    
        2022AC11
            
                pdf - 1 Mo","{'Content-Length': '1071910', 'Date': 'Tue, 16 Jul 2024 14:17:50 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 13 Feb 2023 10:33:14 GMT', 'Etag': '""63ea11ea-105b26""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Projet de révision de la carte communale (Cc) de Bisinchi (2B),2023-02-13,2023-02-13 10:33:14 UTC,"Mon, 13 Feb 2023 10:33:14 GMT",10:33:14 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/2022-avis_mrae-cc-bisinchi_vdef.pdf,2022-avis_mrae-cc-bisinchi_vdef.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1182.html?lang=fr,MRAe Scraper,Avis 2022AC11,2023
private,MRAe Corse,Avis,Avis rendus sur projets,False,"Dossier porté par la Société Corsica Energia
Avis sur projet du 05 janvier 2023
    
        2022 PC10
            
                pdf - 5.1 Mo","{'Content-Length': '5340712', 'Date': 'Tue, 16 Jul 2024 14:17:54 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 16 Jan 2023 09:42:20 GMT', 'Etag': '""63c51bfc-517e28""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}","Projet de centrale photovoltaïque au sol, sur la commune de BOCOGNANO (2A)",2023-01-16,2023-01-16 09:42:20 UTC,"Mon, 16 Jan 2023 09:42:20 GMT",09:42:20 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/mrae_avis_bocognano_pv_vdef.pdf,mrae_avis_bocognano_pv_vdef.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-corse-en-2023-a1202.html?lang=fr,MRAe Scraper,Avis 2022 PC10,2023
private,MRAe Corse,Avis,Avis rendus sur projets,False,"Dossier porté par la Collectivité de Corse
Avis sur projet du 20 février 2023
    
        2022 PC12
            
                pdf - 5.5 Mo","{'Content-Length': '5752178', 'Date': 'Tue, 16 Jul 2024 14:17:56 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Wed, 22 Feb 2023 11:17:38 GMT', 'Etag': '""63f5f9d2-57c572""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}","Projet de création de RESA, sur la commune de CALVI (2B)",2023-02-22,2023-02-22 11:17:38 UTC,"Wed, 22 Feb 2023 11:17:38 GMT",11:17:38 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/mrae_avis_calvi_resa_vdef.pdf,mrae_avis_calvi_resa_vdef.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-corse-en-2023-a1202.html?lang=fr,MRAe Scraper,Avis 2022 PC12,2023
private,MRAe Corse,Avis,Avis rendus sur projets,False,"Dossier porté par la Société Avenir Agricole
Avis sur projet du 10 mars 2023
    
        2023 PC01
            
                pdf - 2 Mo","{'Content-Length': '2114484', 'Date': 'Tue, 16 Jul 2024 14:17:57 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 11 Apr 2023 13:36:35 GMT', 'Etag': '""64356263-2043b4""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}","Projet de carrière, sur la commune de GHISONACCIA (2B)",2023-04-11,2023-04-11 13:36:35 UTC,"Tue, 11 Apr 2023 13:36:35 GMT",13:36:35 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/mrae_avis_carriere_avenir_agricole_vdef.pdf,mrae_avis_carriere_avenir_agricole_vdef.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-corse-en-2023-a1202.html?lang=fr,MRAe Scraper,Avis 2023 PC01,2023
private,MRAe Corse,Avis,Avis rendus sur projets,False,"Dossier porté par la Société Corsica Energia
Avis sur projet du 06 avril 2023
    
        2023 PC02
            
                pdf - 12.6 Mo","{'Content-Length': '13231563', 'Date': 'Tue, 16 Jul 2024 14:17:59 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Fri, 21 Apr 2023 12:02:44 GMT', 'Etag': '""64427b64-c9e5cb""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}","Projet de centrale photovoltaïque au sol, sur la commune de PROPRIANO (2A)",2023-04-21,2023-04-21 12:02:44 UTC,"Fri, 21 Apr 2023 12:02:44 GMT",12:02:44 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/mrae_avis_propriano_pv_vdef.pdf,mrae_avis_propriano_pv_vdef.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-corse-en-2023-a1202.html?lang=fr,MRAe Scraper,Avis 2023 PC02,2023
private,MRAe Corse,Avis,Avis rendus sur projets,False,"Dossier porté par la Société Construction du Cap
Avis sur projet du 25 mai 2023
    
        2023 PC03
            
                pdf - 14.7 Mo","{'Content-Length': '15455447', 'Date': 'Tue, 16 Jul 2024 14:18:01 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 26 Jun 2023 10:01:06 GMT', 'Etag': '""649961e2-ebd4d7""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}","Projet de carrière, sur la commune de BRANDO (2B)",2023-06-26,2023-06-26 10:01:06 UTC,"Mon, 26 Jun 2023 10:01:06 GMT",10:01:06 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/mrae_avis_carriere_construction_cap_vdef.pdf,mrae_avis_carriere_construction_cap_vdef.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-corse-en-2023-a1202.html?lang=fr,MRAe Scraper,Avis 2023 PC03,2023
private,MRAe Corse,Avis,Avis rendus sur projets,False,"Dossier porté par Electricité de France-Production Electrique Insulaire
Avis sur projet du 28 juin 2023
    
        2023 PC04
            
                pdf - 1.6 Mo
            
        
    
    


    
        Réponse du maître d'ouvrage à l'avis de la MRAe
            
                pdf - 1.9 Mo
            
        
    
    


    
        Annexe à la réponse du maître d'ouvrage
            
                pdf - 3.8 Mo","{'Content-Length': '3951307', 'Date': 'Tue, 16 Jul 2024 14:18:03 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Wed, 13 Sep 2023 06:40:01 GMT', 'Etag': '""65015941-3c4acb""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}","Projet de centrale de production d'électricité, sur la commune d'AJACCIO (2A)",2023-09-13,2023-09-13 06:40:01 UTC,"Wed, 13 Sep 2023 06:40:01 GMT",06:40:01 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/annexe_ricanto.pdf,annexe_ricanto.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-corse-en-2023-a1202.html?lang=fr,MRAe Scraper,Annexe à la réponse du maître d'ouvrage,2023
